x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,y0,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17,y18,y19,y20,z0,z1,z2,z3,z4,z5,z6,z7,z8,z9,z10,z11,z12,z13,z14,z15,z16,z17,z18,z19,z20,label
0.6988161206245422,0.7067930102348328,-1.0195095683229738e-06,0.6046660542488098,0.6747629642486572,-0.027367347851395607,0.5308334231376648,0.5580494999885559,-0.034414928406476974,0.501983642578125,0.45439091324806213,-0.03979422524571419,0.4673585891723633,0.37427496910095215,-0.03947886824607849,0.5751645565032959,0.40823179483413696,-0.011456585489213467,0.5365602970123291,0.4376680850982666,-0.04905438423156738,0.5569387078285217,0.5223473310470581,-0.07047440111637115,0.5753036737442017,0.5898556113243103,-0.07834400236606598,0.6330080628395081,0.39010876417160034,-0.012569490820169449,0.5928331017494202,0.4535619616508484,-0.05107324197888374,0.6121827363967896,0.553202748298645,-0.06242145970463753,0.6275392174720764,0.6192638278007507,-0.06119386479258537,0.6919621825218201,0.40103667974472046,-0.019903618842363358,0.652762770652771,0.4733789563179016,-0.057154495269060135,0.6620429754257202,0.5675362348556519,-0.04985050484538078,0.6689121723175049,0.6271926164627075,-0.03509508818387985,0.7486057281494141,0.4270508885383606,-0.03041676990687847,0.7119297981262207,0.4802855849266052,-0.05576932802796364,0.7106856107711792,0.5454627275466919,-0.04953976348042488,0.7142121195793152,0.5795456171035767,-0.03648445010185242,A
0.7764564156532288,0.4502299427986145,-7.577377232337312e-07,0.7016537189483643,0.4355974495410919,-0.026176942512392998,0.6384000182151794,0.34254586696624756,-0.03160126134753227,0.6119482517242432,0.25565072894096375,-0.034526556730270386,0.5844777226448059,0.18956899642944336,-0.032334066927433014,0.6581345200538635,0.22616997361183167,-0.012472882866859436,0.6501243710517883,0.2340494990348816,-0.04176384210586548,0.6734035015106201,0.30189213156700134,-0.05840729549527168,0.6884608864784241,0.36053112149238586,-0.06440301984548569,0.7059884071350098,0.20451253652572632,-0.010788599960505962,0.7023416757583618,0.23894941806793213,-0.04163581132888794,0.7174715399742126,0.3174387812614441,-0.052279189229011536,0.7263323664665222,0.37853777408599854,-0.05185852572321892,0.7547045350074768,0.20501652359962463,-0.014321456663310528,0.7537996768951416,0.25742143392562866,-0.04626850783824921,0.7563618421554565,0.3334455192089081,-0.044782206416130066,0.7554569244384766,0.38586682081222534,-0.03517332673072815,0.8026446104049683,0.21699781715869904,-0.020330753177404404,0.7985537052154541,0.25132712721824646,-0.0433134064078331,0.7926561832427979,0.3084314167499542,-0.04094887897372246,0.7861441373825073,0.3440753221511841,-0.03204524144530296,A
0.8416863679885864,0.4809645414352417,-8.235671771217312e-07,0.7664992213249207,0.4771801829338074,-0.022759446874260902,0.6892440319061279,0.4016546607017517,-0.02982500195503235,0.6546894907951355,0.32127439975738525,-0.036444805562496185,0.6444099545478821,0.24896526336669922,-0.03820108249783516,0.7004472613334656,0.277394562959671,-0.0044298493303358555,0.6852913498878479,0.27318233251571655,-0.035404108464717865,0.7079920172691345,0.33861032128334045,-0.05399547889828682,0.7258709669113159,0.39707159996032715,-0.061373207718133926,0.7436243891716003,0.24944424629211426,-0.0051793684251606464,0.7303184270858765,0.27297383546829224,-0.038544971495866776,0.755287230014801,0.3532174825668335,-0.04878269508481026,0.7722650170326233,0.4139995574951172,-0.046946316957473755,0.7906885743141174,0.24006304144859314,-0.01163997408002615,0.7805266976356506,0.27669182419776917,-0.04442857950925827,0.7959072589874268,0.35498136281967163,-0.03981390595436096,0.8044303059577942,0.40989094972610474,-0.027424698695540428,0.8392267823219299,0.24189068377017975,-0.020525384694337845,0.8262602090835571,0.271175742149353,-0.042863912880420685,0.8309669494628906,0.3298966586589813,-0.03845202922821045,0.833383321762085,0.36619529128074646,-0.02792341262102127,A
0.7110202312469482,0.5181506872177124,-8.119118888316734e-07,0.6444609761238098,0.48544424772262573,-0.02713662199676037,0.5912219285964966,0.39013901352882385,-0.036327943205833435,0.5793113708496094,0.30141326785087585,-0.04306250065565109,0.5921061038970947,0.2292414754629135,-0.04382496327161789,0.628921389579773,0.26751866936683655,-0.012696178629994392,0.6195710301399231,0.2775435745716095,-0.04348279535770416,0.6280960440635681,0.3481660783290863,-0.06074653938412666,0.6313011646270752,0.40900975465774536,-0.06725946813821793,0.6767387986183167,0.2531268894672394,-0.010510681197047234,0.6653048992156982,0.30331745743751526,-0.04279027879238129,0.668534517288208,0.38648995757102966,-0.05282667651772499,0.6681540608406067,0.4444223642349243,-0.05174246057868004,0.7238547801971436,0.26570630073547363,-0.013741333037614822,0.7105804085731506,0.3301561176776886,-0.0459391325712204,0.7027032375335693,0.4042121171951294,-0.0432371161878109,0.6942738890647888,0.44957026839256287,-0.03296161815524101,0.7679669857025146,0.2920958697795868,-0.019788138568401337,0.7551661729812622,0.34084630012512207,-0.04180192947387695,0.7407609224319458,0.3933597803115845,-0.03964391350746155,0.7276570796966553,0.42057299613952637,-0.0310722216963768,A
0.5205953121185303,0.5046612024307251,-8.987519777292619e-07,0.4475029706954956,0.4759688675403595,-0.019655894488096237,0.3910844922065735,0.38554760813713074,-0.027169568464159966,0.37166595458984375,0.30470067262649536,-0.034329116344451904,0.3701659142971039,0.2360181212425232,-0.03633030131459236,0.435247004032135,0.2608686089515686,-0.006857685279101133,0.39559775590896606,0.27597904205322266,-0.04071376845240593,0.4026910960674286,0.3515990674495697,-0.05962849780917168,0.4121676981449127,0.4088473916053772,-0.06652483344078064,0.4787484407424927,0.2488095760345459,-0.009249892085790634,0.43307146430015564,0.3010876178741455,-0.04393099993467331,0.446117639541626,0.38619089126586914,-0.0518493689596653,0.4574248790740967,0.43813085556030273,-0.04837982356548309,0.5224038362503052,0.2612687349319458,-0.01705240085721016,0.47640901803970337,0.3285703659057617,-0.04889713227748871,0.4867393374443054,0.40522539615631104,-0.04159557446837425,0.4950161576271057,0.44746363162994385,-0.02766328491270542,0.5631493330001831,0.28731244802474976,-0.02735023945569992,0.5226114392280579,0.3399921953678131,-0.04768738895654678,0.5251682996749878,0.389728844165802,-0.04276237636804581,0.5317398905754089,0.41047903895378113,-0.031794339418411255,A
0.6801717281341553,0.35567235946655273,-6.074641305531259e-07,0.6319804191589355,0.33309876918792725,-0.01506814081221819,0.5915206074714661,0.2651077210903168,-0.02031523920595646,0.5792362689971924,0.2031562477350235,-0.02543138526380062,0.5822721123695374,0.1528712511062622,-0.026967741549015045,0.6164159774780273,0.17790158092975616,-0.0035925363190472126,0.6060666441917419,0.17210280895233154,-0.024833349511027336,0.6119919419288635,0.2222813218832016,-0.037557411938905716,0.6164222955703735,0.26601019501686096,-0.04236853867769241,0.6488821506500244,0.16934314370155334,-0.004218094516545534,0.6373835802078247,0.19062303006649017,-0.025913262739777565,0.6417446732521057,0.24918313324451447,-0.032517436891794205,0.6430059671401978,0.29146522283554077,-0.031169041991233826,0.6813330054283142,0.176781564950943,-0.008600116707384586,0.6685663461685181,0.21010954678058624,-0.029921695590019226,0.6681214570999146,0.2654787302017212,-0.026424512267112732,0.6660969853401184,0.30207905173301697,-0.017787544056773186,0.7127301096916199,0.19328594207763672,-0.014674987643957138,0.6989995837211609,0.21499814093112946,-0.027858994901180267,0.6934341192245483,0.25350823998451233,-0.023713327944278717,0.6897639632225037,0.2766653597354889,-0.015743449330329895,A
0.7394206523895264,0.3684711158275604,-5.477404556586407e-07,0.7020689249038696,0.3348843455314636,-0.017797529697418213,0.6836423277854919,0.2600507438182831,-0.02351991832256317,0.687725305557251,0.19827568531036377,-0.027788668870925903,0.7013739943504333,0.15167291462421417,-0.028460808098316193,0.7191857695579529,0.18539214134216309,-0.004994677379727364,0.7196909189224243,0.1879582703113556,-0.025389812886714935,0.7182424068450928,0.23901715874671936,-0.03816692531108856,0.7145824432373047,0.2800236940383911,-0.04313945397734642,0.7522209882736206,0.1860562264919281,-0.0034005166962742805,0.7485932111740112,0.21040980517864227,-0.02283388562500477,0.740171492099762,0.2681218683719635,-0.028936564922332764,0.732171893119812,0.3078562021255493,-0.027786854654550552,0.7810100317001343,0.20237457752227783,-0.0056858607567846775,0.7740070223808289,0.23740166425704956,-0.026147184893488884,0.759138822555542,0.28808093070983887,-0.02352667972445488,0.7469696402549744,0.31951144337654114,-0.015923110768198967,0.8067049980163574,0.22718816995620728,-0.009799231775105,0.7998654246330261,0.2523181736469269,-0.023579217493534088,0.7826440334320068,0.28887873888015747,-0.020523592829704285,0.7690370082855225,0.3094775676727295,-0.013504968956112862,A
0.6555392742156982,0.4663463234901428,-6.779616228413943e-07,0.6005159020423889,0.4408676028251648,-0.017045432701706886,0.5571770668029785,0.3625692129135132,-0.023579105734825134,0.5449825525283813,0.2921164929866791,-0.029155384749174118,0.5537477731704712,0.23644380271434784,-0.030354393646121025,0.589794397354126,0.2624708414077759,-0.008008388802409172,0.5740602016448975,0.2648898959159851,-0.033457715064287186,0.5797687768936157,0.32444530725479126,-0.048187192529439926,0.5820871591567993,0.3740921914577484,-0.053805284202098846,0.6286944150924683,0.2537557780742645,-0.009150641039013863,0.6089777946472168,0.29027077555656433,-0.03363226354122162,0.6127742528915405,0.35844719409942627,-0.04029765725135803,0.6129899024963379,0.4032500982284546,-0.03862190246582031,0.6680082678794861,0.26785099506378174,-0.014255471527576447,0.6447625756263733,0.3209221363067627,-0.03773839399218559,0.6416114568710327,0.38230520486831665,-0.033013924956321716,0.6370363831520081,0.41788744926452637,-0.02337166853249073,0.7034152150154114,0.29319053888320923,-0.021313035860657692,0.6819801926612854,0.33271899819374084,-0.03545428067445755,0.6744169592857361,0.3730037808418274,-0.030490165576338768,0.6692503094673157,0.3921261131763458,-0.021640827879309654,A
0.6997676491737366,0.6383787989616394,-8.663195671942958e-07,0.6255796551704407,0.6131930351257324,-0.021613799035549164,0.5693178176879883,0.5319206714630127,-0.031365133821964264,0.553475558757782,0.45493876934051514,-0.03973791003227234,0.5578545928001404,0.3893032670021057,-0.043087929487228394,0.6006973385810852,0.3971512019634247,-0.013942962512373924,0.5807938575744629,0.42889806628227234,-0.04611189663410187,0.5892897844314575,0.5004798173904419,-0.06612959504127502,0.5972198247909546,0.5569324493408203,-0.07422420382499695,0.6478667855262756,0.3836275637149811,-0.015199252404272556,0.6251427531242371,0.45733213424682617,-0.04466806352138519,0.6326369643211365,0.5343373417854309,-0.05471887066960335,0.6401709318161011,0.5838913917541504,-0.05490869656205177,0.69609534740448,0.3977745771408081,-0.020964615046977997,0.6725689172744751,0.48539891839027405,-0.04764682054519653,0.6702000498771667,0.5544085502624512,-0.04404221475124359,0.6688143014907837,0.594306230545044,-0.03473940119147301,0.7405685186386108,0.4260250926017761,-0.02942498028278351,0.7169973850250244,0.49021244049072266,-0.04512530192732811,0.7096966505050659,0.5357992649078369,-0.0405648872256279,0.7063413262367249,0.557288646697998,-0.03121412917971611,A
0.6529695391654968,0.5470980405807495,-8.187482762878062e-07,0.591095507144928,0.5140281319618225,-0.01364288479089737,0.5413966774940491,0.42503631114959717,-0.018023736774921417,0.5252581238746643,0.3473566174507141,-0.024211660027503967,0.5272716879844666,0.28453779220581055,-0.025958778336644173,0.5809699892997742,0.3185223340988159,0.006461573764681816,0.5452649593353271,0.3116251230239868,-0.02269846200942993,0.5490466356277466,0.3775644302368164,-0.04012049734592438,0.5558449625968933,0.43089666962623596,-0.04631906747817993,0.6178515553474426,0.3115399479866028,0.0026609166525304317,0.5753246545791626,0.33024102449417114,-0.02808232791721821,0.5847879648208618,0.4082590341567993,-0.03626770153641701,0.5937355756759644,0.459376722574234,-0.03290354833006859,0.6552841067314148,0.3218943476676941,-0.00636183051392436,0.6105066537857056,0.3557594418525696,-0.03480077162384987,0.6185231804847717,0.4302552342414856,-0.027694281190633774,0.625265896320343,0.47569939494132996,-0.013884434476494789,0.6911099553108215,0.3438825011253357,-0.017534742131829262,0.6496899127960205,0.3746940493583679,-0.03466353937983513,0.6496389508247375,0.4246675968170166,-0.028804315254092216,0.6550034880638123,0.4505003094673157,-0.017688244581222534,A
